,phrase,count,count_no_rt,date,freq,freq_no_rt,odds,odds_no_rt,rank,rank_no_rt
2189,in the open,77.0,58.0,2014-12-11,4.7179182706439936e-07,6.420176391689736e-07,2119578.896103896,1557589.603448276,179519.5,96629.0
2190,in the open,73.0,53.0,2014-12-12,4.531294250920419e-07,5.916676230099314e-07,2206875.0,1690138.1132075475,188781.0,108446.5
2191,in the open,129.0,75.0,2014-12-14,7.238462604634854e-07,7.935526786296601e-07,1381508.8294573643,1260155.7866666669,111546.5,75267.0
2192,in the open,91.0,55.0,2014-12-15,5.200608500912371e-07,5.77346999003835e-07,1922851.9120879117,1732060.6181818182,160986.5,111515.5
2193,in the open,102.0,61.0,2014-12-16,5.889081607480714e-07,6.496611575081005e-07,1698057.637254902,1539263.950819672,140843.0,98881.5
2194,in the open,111.0,74.0,2014-12-17,6.639909903481253e-07,8.023096108451442e-07,1506044.5315315314,1246401.6216216218,120303.0,75088.5
2195,in the open,101.0,65.0,2014-12-18,6.200017614188654e-07,7.222420919046617e-07,1612898.6435643567,1384577.2923076923,132209.5,85696.5
2196,in the open,94.0,74.0,2014-12-19,5.951075348552901e-07,8.540695357332249e-07,1680368.574468085,1170864.8513513512,140229.5,69432.0
2197,in the open,80.0,52.0,2014-12-20,5.072848642936897e-07,6.249747155661947e-07,1971278.9999999995,1600064.7307692308,175478.5,104763.0
2198,in the open,129.0,66.0,2014-12-21,7.597629808067262e-07,7.472290961952736e-07,1316199.953488372,1338277.6515151516,109971.5,85993.0
2199,in the open,104.0,70.0,2014-12-22,6.077189243877576e-07,7.674285013451212e-07,1645497.548076923,1303052.9857142859,139369.5,82180.5
2200,in the open,110.0,78.0,2014-12-23,6.40432323024562e-07,8.476684482665066e-07,1561445.2363636363,1179706.5256410257,132955.5,73578.5
2201,in the open,126.0,69.0,2014-12-24,7.293325138414288e-07,7.362981241652821e-07,1371116.714285714,1358145.5217391304,115226.0,88886.5
2202,in the open,85.0,68.0,2014-12-25,5.291868064789001e-07,7.700621924875541e-07,1889691.8588235292,1298596.411764706,165812.0,85800.5
2203,in the open,85.0,69.0,2014-12-26,5.601457375318e-07,8.35258301087521e-07,1785249.6823529413,1197234.4347826084,156944.0,73909.0
2204,in the open,105.0,78.0,2014-12-27,6.776000511000785e-07,9.400187078184681e-07,1475796.8190476191,1063808.6153846155,126103.5,66459.0
2205,in the open,111.0,68.0,2014-12-28,6.916031729781593e-07,8.070692716694745e-07,1445915.8648648649,1239051.0147058826,122130.0,78451.5
2206,in the open,109.0,79.0,2014-12-29,6.24774192850208e-07,8.471422161334739e-07,1600578.2752293576,1180439.3417721519,132813.0,71255.5
2207,in the open,113.0,75.0,2014-12-30,6.37820920160422e-07,7.900471836192586e-07,1567838.1946902655,1265747.1866666668,130775.5,78667.5
2208,in the open,127.0,61.0,2014-12-31,6.907972292286316e-07,6.142003627306241e-07,1447602.7952755906,1628133.1967213114,114873.0,107086.0
2209,in the open,114.0,79.0,2015-01-01,6.366010062986644e-07,8.299402783380166e-07,1570842.6315789474,1204905.9746835444,132811.0,75808.0
2210,in the open,107.0,65.0,2015-01-02,6.053028752016685e-07,7.020649696539436e-07,1652065.504672897,1424369.6000000003,140452.5,91328.0
2211,in the open,92.0,67.0,2015-01-03,5.061525009647018e-07,6.757833675753775e-07,1975689.1413043484,1479764.1492537311,174546.0,101967.5
2212,in the open,131.0,80.0,2015-01-04,6.85396182956455e-07,7.942200792576044e-07,1459010.1679389314,1259096.85,124030.5,83609.0
2213,in the open,106.0,74.0,2015-01-05,6.552854505333205e-07,8.266535906452752e-07,1526052.5,1209696.5540540542,123579.0,75844.5
2214,in the open,175.0,104.0,2015-01-06,8.759917277548258e-07,9.450172000854115e-07,1141563.2914285713,1058181.798076923,84463.0,63932.0
2215,in the open,131.0,88.0,2015-01-07,7.125497465109718e-07,8.981266384687563e-07,1403410.7862595418,1113428.727272727,113128.5,66933.5
2216,in the open,262.0,82.0,2015-01-08,1.480316095624939e-06,8.665286455613046e-07,675531.396946565,1154029.9390243904,43077.0,68831.0
2217,in the open,96.0,63.0,2015-01-09,5.721787454454126e-07,6.969006119617017e-07,1747705.6041666665,1434924.8412698412,146138.5,90287.5
2218,in the open,154.0,84.0,2015-01-10,9.053087493176088e-07,9.229243058796169e-07,1104595.5324675324,1083512.476190476,85452.0,66286.5
2219,in the open,249.0,88.0,2015-01-11,1.272865891958908e-06,8.624979500972016e-07,785628.718875502,1159423.0454545454,56334.0,72550.5
2220,in the open,167.0,102.0,2015-01-12,9.012375535046386e-07,1.023148945509595e-06,1109585.3652694612,977374.8039215686,84895.5,57729.0
2221,in the open,125.0,87.0,2015-01-13,7.020774460395069e-07,8.878429984976675e-07,1424344.2880000002,1126325.264367816,114386.5,68038.5
2222,in the open,95.0,65.0,2015-01-14,5.45261650145076e-07,6.782585222009406e-07,1833981.905263158,1474364.0769230768,154612.5,94992.0
2223,in the open,133.0,80.0,2015-01-15,7.643672450129778e-07,8.475217748207743e-07,1308271.6541353385,1179910.6875,102298.5,71626.5
2224,in the open,118.0,70.0,2015-01-16,7.171120778416653e-07,7.734796544685169e-07,1394482.1610169492,1292858.8285714285,111003.5,81252.0
2225,in the open,101.0,62.0,2015-01-17,6.20385205527814e-07,7.04465873917584e-07,1611901.7524752475,1419515.1774193547,137166.0,93838.0
2226,in the open,135.0,90.0,2015-01-18,7.248946471679744e-07,9.154826610737322e-07,1379510.8074074073,1092319.9777777777,117220.5,68744.5
2227,in the open,137.0,89.0,2015-01-19,7.496586836844952e-07,9.053366748733572e-07,1333940.3941605838,1104561.4606741571,109276.0,68637.0
2228,in the open,423.0,107.0,2015-01-20,2.344483508454058e-06,1.09555271535505e-06,426533.1773049645,912781.2710280372,23758.0,53045.5
2229,in the open,123.0,71.0,2015-01-21,7.010057066708871e-07,7.451575933794237e-07,1426521.9105691058,1341998.0000000002,111262.0,81844.5
2230,in the open,168.0,70.0,2015-01-22,9.729218532546715e-07,7.547000319119517e-07,1027831.7797619051,1325029.7571428572,72715.0,80211.5
2231,in the open,123.0,71.0,2015-01-23,7.542987531938344e-07,7.985389481523506e-07,1325734.658536585,1252287.0704225353,103157.0,75560.5
2232,in the open,110.0,69.0,2015-01-24,6.652862501141722e-07,7.795290783495525e-07,1503112.3818181818,1282825.7826086958,123910.0,82145.0
2233,in the open,135.0,67.0,2015-01-25,7.775613175063471e-07,7.368928078877006e-07,1286072.2074074077,1357049.4776119404,102700.0,85520.5
2234,in the open,114.0,77.0,2015-01-26,6.511184046653251e-07,8.006070556210524e-07,1535818.9736842106,1249052.1948051946,122211.0,75634.0
2235,in the open,149.0,78.0,2015-01-27,8.476821939553523e-07,8.073289320451055e-07,1179687.3959731543,1238652.5,87118.0,73821.0
2236,in the open,1302.0,101.0,2015-01-28,7.285546293678926e-06,1.0793347480740258e-06,137258.06682027652,926496.6237623764,5087.5,50430.5
2237,in the open,280.0,79.0,2015-01-29,1.6651166214974046e-06,8.519887871804806e-07,600558.5357142858,1173724.3670886075,35830.5,67993.0
2238,in the open,147.0,62.0,2015-01-30,9.15051202903902e-07,7.005511823710768e-07,1092835.020408163,1427447.4516129035,78929.5,88221.0
2239,in the open,121.0,60.0,2015-01-31,7.399391648925505e-07,6.870209367225893e-07,1351462.4545454544,1455559.7166666668,106455.5,93255.0
2240,in the open,311.0,75.0,2015-02-01,1.4602559919843871e-06,7.129924275070653e-07,684811.4340836013,1402539.44,50502.0,88453.5
2241,in the open,187.0,114.0,2015-02-02,1.0218960910370613e-06,1.1743450600340644e-06,978573.0748663102,851538.4736842107,71506.0,45982.0
2242,in the open,121.0,84.0,2015-02-03,7.056151700590292e-07,9.055922651035973e-07,1417203.0909090908,1104249.714285714,109256.0,62664.5
2243,in the open,120.0,75.0,2015-02-04,6.919422523217358e-07,8.014778053857791e-07,1445207.3083333333,1247695.1866666668,110866.5,72135.0
2244,in the open,123.0,73.0,2015-02-05,7.302999755836375e-07,8.067237351140959e-07,1369300.3333333333,1239581.7260273974,104880.0,71589.5
2245,in the open,91.0,55.0,2015-02-06,5.634716302003307e-07,6.428774953567589e-07,1774712.241758242,1555506.309090909,144856.5,95438.0
2246,in the open,71.0,50.0,2015-02-07,4.3243989930484676e-07,5.933373883592687e-07,2312460.0704225353,1685381.74,203670.0,110124.0
2247,in the open,95.0,69.0,2015-02-08,5.042227514296533e-07,7.346757420770678e-07,1983250.452631579,1361144.7101449275,175874.0,85293.5
2248,in the open,82.0,65.0,2015-02-09,4.799667497766165e-07,7.059231086612128e-07,2083477.6585365853,1416584.8769230768,179749.0,88058.0
2249,in the open,96.0,80.0,2015-02-10,5.740005551661621e-07,8.754146907781989e-07,1742158.5937499998,1142315.7625,141328.5,65117.5
2250,in the open,107.0,82.0,2015-02-11,6.294668467577198e-07,9.022909464225469e-07,1588646.018691589,1108289.9634146339,128565.5,63672.5
2251,in the open,107.0,78.0,2015-02-12,6.522202522190575e-07,8.721840740462808e-07,1533224.3925233644,1146546.9615384617,123276.0,65926.5
2252,in the open,74.0,59.0,2015-02-13,4.567351996393569e-07,6.673995996281113e-07,2189452.4459459465,1498352.711864407,186354.5,94531.0
2253,in the open,76.0,56.0,2015-02-14,4.789156502753248e-07,6.583111929172486e-07,2088050.3684210528,1519038.4285714286,180695.5,98114.5
2254,in the open,84.0,59.0,2015-02-16,4.676437276970477e-07,6.204912894381108e-07,2138380.0119047617,1611626.1694915255,186060.0,104081.0
2255,in the open,129.0,76.0,2015-02-17,7.198471995416101e-07,7.977973235789314e-07,1389183.7054263568,1253451.1842105263,108393.5,75588.0
2256,in the open,156.0,95.0,2015-02-18,8.798186256159236e-07,1.0057003519400743e-06,1136597.8974358977,994331.9578947369,85508.5,55319.0
2257,in the open,125.0,82.0,2015-02-19,6.962073342423908e-07,8.546917144705124e-07,1436353.728,1170012.512195122,113957.5,67649.5
2258,in the open,139.0,72.0,2015-02-20,7.853195415779099e-07,7.591539414893065e-07,1273367.014388489,1317255.8888888888,99449.0,80042.5
2259,in the open,155.0,81.0,2015-02-21,9.066489498492866e-07,9.146431419848314e-07,1102962.729032258,1093322.5802469135,85996.0,64871.0
2260,in the open,113.0,64.0,2015-02-22,5.920882475151458e-07,6.627659782133289e-07,1688937.424778761,1508828.203125,145425.0,96537.5
2261,in the open,130.0,68.0,2015-02-23,7.335096893752352e-07,7.269911523252373e-07,1363308.5076923075,1375532.5588235294,107291.0,83887.5
2262,in the open,114.0,60.0,2015-02-24,6.298108258768473e-07,6.299892788424527e-07,1587778.359649123,1587328.5999999999,129173.0,100100.0
2263,in the open,119.0,78.0,2015-02-25,6.247515693759422e-07,7.803891098140444e-07,1600636.2352941178,1281412.0384615385,126777.5,77856.0
2264,in the open,118.0,78.0,2015-02-26,6.461116078078886e-07,8.20792483561263e-07,1547720.2203389832,1218334.7435897435,125319.0,71955.5
2265,in the open,102.0,73.0,2015-02-27,5.902457753896435e-07,8.142822791618216e-07,1694209.4999999995,1228075.3561643835,139432.5,72918.0
2266,in the open,120.0,66.0,2015-02-28,7.19052144025641e-07,7.547439862084946e-07,1390719.725,1324952.5909090908,111729.5,82711.0
2267,in the open,110.0,72.0,2015-03-01,5.966375460536385e-07,7.692456281634158e-07,1676059.4545454546,1299974.8888888888,145635.0,80704.5
2268,in the open,81.0,62.0,2015-03-02,4.5896610168166197e-07,6.664841360113525e-07,2178810.1481481483,1500410.806451613,188610.0,94403.0
2269,in the open,117.0,71.0,2015-03-03,6.525336940792427e-07,7.545456593645067e-07,1532487.9145299147,1325300.8450704226,120495.0,78283.0
2270,in the open,131.0,83.0,2015-03-04,7.302815073545479e-07,8.762722020718327e-07,1369334.9618320612,1141197.9036144577,104853.0,64186.0
2271,in the open,108.0,81.0,2015-03-05,6.065964567588867e-07,8.644164689394031e-07,1648542.4351851854,1156849.777777778,133214.0,66211.0
2272,in the open,98.0,56.0,2015-03-06,5.950077863143923e-07,6.400968557985231e-07,1680650.275510204,1562263.5714285714,137128.5,97669.0
2273,in the open,114.0,68.0,2015-03-07,6.845652496340143e-07,7.973440656782625e-07,1460781.1315789472,1254163.7205882354,119435.0,76145.0
2274,in the open,88.0,60.0,2015-03-08,5.320947554098573e-07,7.159068000073309e-07,1879364.5113636362,1396829.8666666667,164800.0,88114.0
2275,in the open,99.0,63.0,2015-03-09,5.536581640562177e-07,6.622842929545398e-07,1806168.6161616165,1509925.5873015872,149686.0,93136.5
2276,in the open,106.0,79.0,2015-03-10,5.89219002108259e-07,8.338172815872098e-07,1697161.830188679,1199303.5189873418,140936.5,69742.0
2277,in the open,93.0,70.0,2015-03-11,5.221206754274324e-07,7.480647058444468e-07,1915266.0430107526,1336782.7571428572,158907.0,78552.5
2278,in the open,358.0,63.0,2015-03-12,2.1219661322587827e-06,6.993030978427932e-07,471261.0558659217,1429995.0952380951,27244.5,87603.0
2279,in the open,163.0,51.0,2015-03-13,1.0017344078702743e-06,5.834229230710204e-07,998268.5950920247,1714022.470588235,72522.0,111091.5
2280,in the open,107.0,61.0,2015-03-14,6.612908336506036e-07,7.202098450631452e-07,1512193.9532710281,1388484.213114754,123402.0,85308.0
2281,in the open,97.0,63.0,2015-03-15,5.537163641355489e-07,6.944445133377494e-07,1805978.7731958767,1439999.857142857,155409.5,91454.5
2282,in the open,103.0,75.0,2015-03-16,5.958535798932252e-07,8.102631955250655e-07,1678264.6504854371,1234166.8800000001,139304.0,72422.0
2283,in the open,148.0,79.0,2015-03-17,8.365985974435819e-07,8.337397990748295e-07,1195316.3716216218,1199414.9746835444,88836.5,68541.0
2284,in the open,124.0,75.0,2015-03-18,6.8374706914438e-07,7.890348396439761e-07,1462529.120967742,1267371.16,115049.0,73778.0
2285,in the open,104.0,85.0,2015-03-19,5.928248921243954e-07,9.147084024220659e-07,1686838.75,1093244.5764705883,137185.5,60312.5
2286,in the open,91.0,60.0,2015-03-20,5.300688115526389e-07,6.664230372136622e-07,1886547.5164835164,1500548.3666666667,160818.5,90985.5
2287,in the open,91.0,55.0,2015-03-21,5.338912085777426e-07,6.290985700349302e-07,1873040.769230769,1589576.018181818,165820.0,104783.0
2288,in the open,110.0,77.0,2015-03-22,5.889221978525027e-07,8.351114790855713e-07,1698017.1636363636,1197444.922077922,150828.0,73567.0
2289,in the open,131.0,66.0,2015-03-23,7.343126998209897e-07,7.089247470902907e-07,1361817.6564885497,1410586.9545454548,107622.0,86469.5
2290,in the open,89.0,58.0,2015-03-24,4.979844359720568e-07,6.164662667692509e-07,2008094.8876404495,1622148.7758620689,170881.5,103357.0
2291,in the open,95.0,57.0,2015-03-25,4.6799134523407745e-07,5.869949416998168e-07,2136791.6526315785,1703592.1929824562,193430.0,109265.5
2292,in the open,103.0,63.0,2015-03-26,5.00321507572264e-07,6.451328754070955e-07,1998714.7961165048,1550068.2698412698,175995.5,96072.5
2293,in the open,104.0,71.0,2015-03-27,5.287161554681315e-07,7.172115695034731e-07,1891374.0192307692,1394288.718309859,166888.0,87658.0
2294,in the open,109.0,62.0,2015-03-28,5.369031171082784e-07,6.733158123527039e-07,1862533.4220183487,1485187.1612903227,169381.0,95804.0
2295,in the open,104.0,58.0,2015-03-29,5.413552717834842e-07,6.329268011751792e-07,1847215.7788461538,1579961.5344827587,160640.0,99638.5
2296,in the open,153.0,76.0,2015-03-30,7.923037991044844e-07,7.911683212789644e-07,1262142.1241830066,1263953.5394736843,98862.5,72385.0
2297,in the open,129.0,70.0,2015-03-31,6.582263307768656e-07,7.302514932938868e-07,1519234.2713178294,1369391.2428571426,126273.0,80652.0
2298,in the open,95.0,64.0,2015-04-01,5.173486498158696e-07,6.800553556558812e-07,1932932.4631578948,1470468.53125,163875.0,90065.5
2299,in the open,171.0,81.0,2015-04-02,9.476398240482223e-07,8.673850220918146e-07,1055253.2456140353,1152890.5555555555,78159.0,65015.0
2300,in the open,88.0,64.0,2015-04-03,5.034565985599161e-07,7.111632709861309e-07,1986268.5340909094,1406146.859375,169965.0,85429.0
2301,in the open,102.0,54.0,2015-04-04,4.982056537256771e-07,5.670628297109377e-07,2007203.2352941178,1763473.0185185187,159616.5,109329.0
2302,in the open,138.0,60.0,2015-04-05,7.056121630356786e-07,6.421492306650872e-07,1417209.1304347825,1557270.416666667,118733.0,99398.5
2303,in the open,141.0,70.0,2015-04-06,7.645266115474067e-07,7.405177469468268e-07,1307998.9432624113,1350406.5285714285,101414.5,80111.5
2304,in the open,116.0,72.0,2015-04-07,6.450593113964046e-07,7.751103455700291e-07,1550245.0431034483,1290138.8888888888,123370.5,76067.0
2305,in the open,101.0,69.0,2015-04-10,6.108018209586739e-07,7.965578173872501e-07,1637192.2376237623,1255401.652173913,129937.0,70833.5
2306,in the open,81.0,56.0,2015-04-11,4.999945587011914e-07,6.754047640446923e-07,2000021.7654320989,1480593.642857143,169024.5,90064.0
2307,in the open,126.0,88.0,2015-04-12,7.134434263738869e-07,1.0004018318585307e-06,1401652.8333333333,999598.3295454545,111712.5,55120.0
2308,in the open,100.0,64.0,2015-04-13,5.734614102046886e-07,7.015214839091031e-07,1743796.4999999998,1425473.09375,142475.0,85911.0
2309,in the open,93.0,54.0,2015-04-14,5.422094647396201e-07,6.079894680011089e-07,1844305.6881720428,1644765.3333333335,149907.5,101531.0
2310,in the open,77.0,47.0,2015-04-15,4.512863016386035e-07,5.33116190949697e-07,2215888.220779221,1875763.7021276595,184691.0,118050.0
2311,in the open,108.0,60.0,2015-04-16,6.351534685157513e-07,6.732228171504726e-07,1574422.638888889,1485392.3166666664,122293.5,90323.5
2312,in the open,108.0,72.0,2015-04-17,6.748621931401607e-07,8.725817683952991e-07,1481784.0000000002,1146024.402777778,116278.5,62937.5
2313,in the open,106.0,79.0,2015-04-18,6.877527061349605e-07,9.977541564322665e-07,1454011.0,1002250.8987341773,118024.5,55534.5
2314,in the open,70.0,46.0,2015-04-19,4.0552930870096565e-07,5.411210406952785e-07,2465913.014285714,1848015.369565217,220622.5,119438.0
2315,in the open,108.0,69.0,2015-04-21,6.471466155238681e-07,7.945722287402095e-07,1545244.8888888888,1258538.8260869565,122020.0,71036.5
2316,in the open,121.0,71.0,2015-04-22,7.253532866153064e-07,8.154128837968995e-07,1378638.5454545454,1226372.577464789,107369.5,68357.5
2317,in the open,103.0,71.0,2015-04-23,6.193216547067237e-07,8.043413770718616e-07,1614669.8446601944,1243253.2112676057,130836.0,70531.0
2318,in the open,85.0,52.0,2015-04-24,5.265224568734592e-07,6.109497348742504e-07,1899254.223529412,1636795.8653846155,159624.5,101652.5
2319,in the open,204.0,79.0,2015-04-25,1.2878996186794385e-06,9.99878824811788e-07,776458.0294117647,1000121.1898734178,55649.0,56369.5
2320,in the open,165.0,82.0,2015-04-26,9.700436356786305e-07,9.77573241903372e-07,1030881.4606060606,1022941.2560975607,80375.5,58445.0
2321,in the open,181.0,98.0,2015-04-27,1.0388017475790495e-06,1.1046461258245592e-06,962647.591160221,905267.2857142857,71494.5,47543.0
2322,in the open,165.0,84.0,2015-04-28,9.545427147711996e-07,9.649253982861685e-07,1047622.0545454546,1036349.5476190476,79184.5,57064.5
2323,in the open,104.0,59.0,2015-04-29,6.210576647861558e-07,6.799382076766614e-07,1610156.4423076925,1470721.8813559322,129969.5,87666.0
2324,in the open,114.0,68.0,2015-04-30,6.778366657300035e-07,7.87819905713482e-07,1475281.6578947366,1269325.6323529412,116597.5,72661.0
2325,in the open,98.0,62.0,2015-05-01,6.042689244093921e-07,7.434755761198235e-07,1654892.3163265304,1345034.0967741937,136062.0,79096.5
2326,in the open,98.0,60.0,2015-05-02,6.060975791374186e-07,7.48060634104568e-07,1649899.3469387759,1336790.0333333334,140024.0,81934.5
2327,in the open,80.0,52.0,2015-05-03,4.395647941501311e-07,6.062833551305803e-07,2274977.4625,1649393.7884615383,208113.5,106281.0
2328,in the open,146.0,59.0,2015-05-04,8.470625492394994e-07,6.706959502673724e-07,1180550.3630136987,1490988.5762711863,90200.5,91183.0
2329,in the open,110.0,63.0,2015-05-05,6.508383297649544e-07,7.130214189823416e-07,1536479.8818181818,1402482.4126984125,118459.0,83803.5
2330,in the open,116.0,72.0,2015-05-06,6.448458179764137e-07,8.020527560003126e-07,1550758.293103448,1246800.7777777778,121169.5,70652.5
2331,in the open,105.0,66.0,2015-05-07,6.050289557350618e-07,7.343924496444623e-07,1652813.457142857,1361669.7727272727,131115.0,78804.5
2332,in the open,147.0,64.0,2015-05-08,9.239794464732044e-07,7.660596505752964e-07,1082275.156462585,1305381.375,77665.0,76418.0
2333,in the open,131.0,65.0,2015-05-09,8.768649595698988e-07,8.439478384145788e-07,1140426.458015267,1184907.353846154,84761.0,69247.0
2334,in the open,89.0,57.0,2015-05-10,5.490968907808094e-07,6.955560460513747e-07,1821172.2134831462,1437698.6666666665,156982.5,91212.0
2335,in the open,150.0,51.0,2015-05-11,9.151182327265974e-07,5.891298269442685e-07,1092754.9733333334,1697418.7254901961,78540.5,110046.0
2336,in the open,116.0,70.0,2015-05-12,6.995218701683429e-07,8.101969724258605e-07,1429547.8706896552,1234267.757142857,111512.5,71336.5
2337,in the open,101.0,75.0,2015-05-13,6.123414063797863e-07,8.767252111031564e-07,1633075.9108910891,1140608.2400000005,131045.5,63282.5
2338,in the open,111.0,77.0,2015-05-14,6.844931668187978e-07,9.02155928888508e-07,1460934.963963964,1108455.831168831,112560.5,61051.5
2339,in the open,109.0,71.0,2015-05-15,7.08400572083505e-07,8.840977597448401e-07,1411630.7064220184,1131096.6338028167,108749.0,61464.5
2340,in the open,97.0,74.0,2015-05-17,5.833347480704414e-07,9.220526931433431e-07,1714281.5567010308,1084536.7162162163,148917.5,59367.5
2341,in the open,95.0,54.0,2015-05-18,5.846933845119351e-07,6.558389836594438e-07,1710298.1263157895,1524764.5,140766.5,93172.5
2342,in the open,227.0,136.0,2015-05-19,1.3895620579088421e-06,1.612199666613705e-06,719651.1982378853,620270.5661764706,46157.5,28349.0
2343,in the open,126.0,71.0,2015-05-20,7.780784570719017e-07,8.421263281770332e-07,1285217.4365079366,1187470.295774648,96526.0,66201.5
2344,in the open,141.0,84.0,2015-05-21,8.807735345468176e-07,9.980363397387942e-07,1135365.6312056738,1001967.5238095236,82163.0,54077.0
2345,in the open,125.0,76.0,2015-05-22,8.362842291385872e-07,9.635309738631954e-07,1195765.704,1037849.355263158,88132.5,56824.5
2346,in the open,103.0,64.0,2015-05-23,6.907103938294534e-07,8.369853576473744e-07,1447784.786407767,1194764.03125,117958.0,71034.5
2347,in the open,69.0,45.0,2015-05-24,4.4310058387749245e-07,5.6384838703275e-07,2256823.927536232,1773526.4000000004,205779.0,120126.5
2348,in the open,79.0,54.0,2015-05-25,4.962205487529686e-07,6.674943349199549e-07,2015232.9493670885,1498140.0555555557,178166.0,93197.5
2349,in the open,132.0,98.0,2015-05-26,8.004337089412981e-07,1.1420938645458962e-06,1249322.696969697,875584.7755102041,95634.5,45754.0
2350,in the open,144.0,61.0,2015-05-27,8.649637356745787e-07,6.988398879798611e-07,1156117.8333333335,1430942.9344262297,85646.0,83845.0
2351,in the open,138.0,85.0,2015-05-28,8.063270120080731e-07,9.51855048467283e-07,1240191.615942029,1050580.129411765,92284.0,56442.0
2352,in the open,103.0,68.0,2015-05-29,6.249074734996307e-07,7.887293636066377e-07,1600236.9029126214,1267862.0147058822,124614.5,72681.0
2353,in the open,96.0,61.0,2015-05-30,5.86093427895682e-07,7.27468013946969e-07,1706212.6145833333,1374630.8852459018,138414.5,82236.0
2354,in the open,127.0,58.0,2015-05-31,7.34348350780236e-07,6.482135759124371e-07,1361751.5433070865,1542701.4137931035,106688.0,94361.5
2355,in the open,116.0,69.0,2015-06-01,6.068933277566811e-07,7.064131203235005e-07,1647736.0258620693,1415602.2463768113,129867.0,81771.0
2356,in the open,113.0,61.0,2015-06-03,6.496240648532236e-07,7.012119379286273e-07,1539351.8407079647,1426102.3606557378,125950.5,85229.0
2357,in the open,81.0,61.0,2015-06-04,4.690863685875676e-07,6.891152083817738e-07,2131803.5802469137,1451136.1639344261,183269.5,87755.0
2358,in the open,79.0,53.0,2015-06-05,4.816762166496457e-07,6.28318864710797e-07,2076083.4050632913,1591548.5849056602,172078.0,98340.0
2359,in the open,82.0,62.0,2015-06-06,5.395211620727887e-07,8.160691706547002e-07,1853495.4146341465,1225386.322580645,157242.5,71491.0
2360,in the open,85.0,67.0,2015-06-07,5.318243803024337e-07,8.365965593755303e-07,1880319.9647058826,1195319.2835820897,162677.0,70673.5
2361,in the open,86.0,56.0,2015-06-08,5.241772553418203e-07,6.554190361917944e-07,1907751.6046511629,1525741.4642857143,158629.5,94012.5
2362,in the open,97.0,69.0,2015-06-09,5.780632872745218e-07,7.9371088342575e-07,1729914.3917525776,1259904.6086956523,140888.0,73111.0
2363,in the open,110.0,83.0,2015-06-10,6.744999410732324e-07,9.837164002033756e-07,1482579.8181818181,1016553.1445783133,115840.0,55279.0
2364,in the open,90.0,55.0,2015-06-11,5.456672498556134e-07,6.443752960758036e-07,1832618.6888888888,1551890.6545454545,150659.5,94514.5
2365,in the open,90.0,62.0,2015-06-12,5.761668579220543e-07,7.693710028461887e-07,1735608.3333333333,1299763.0483870967,142663.0,75859.0
2366,in the open,95.0,51.0,2015-06-13,6.394377298845949e-07,6.72162017300027e-07,1563873.9368421051,1487736.5490196077,126984.5,90040.0
2367,in the open,111.0,68.0,2015-06-14,6.924091885543814e-07,8.577320037040905e-07,1444232.7117117115,1165865.3235294116,116838.5,69363.0
2368,in the open,109.0,58.0,2015-06-15,6.581622205151869e-07,6.792485992722765e-07,1519382.256880734,1472215.0344827585,121442.5,90996.0
2369,in the open,158.0,84.0,2015-06-16,9.332058613502505e-07,9.640792562211177e-07,1071574.9240506329,1037259.1190476187,77606.5,57767.0
2370,in the open,128.0,72.0,2015-06-17,7.531408518313699e-07,8.225900032282087e-07,1327772.8828125,1215672.4444444445,102362.5,70873.5
2371,in the open,107.0,68.0,2015-06-18,6.294798744282954e-07,8.017457022274252e-07,1588613.140186916,1247278.2794117648,133560.5,74243.0
2372,in the open,88.0,72.0,2015-06-19,5.580417017968714e-07,8.922084661438299e-07,1791980.772727273,1120814.2916666667,149388.0,63645.5
2373,in the open,93.0,56.0,2015-06-20,6.290440600045805e-07,7.512243649212939e-07,1589713.7634408602,1331160.232142857,131899.5,81614.5
2374,in the open,115.0,68.0,2015-06-21,7.486711526477916e-07,8.879710286393509e-07,1335699.9217391307,1126162.8676470588,106692.5,67355.0
2375,in the open,102.0,74.0,2015-06-23,6.135653709238768e-07,8.728733561258653e-07,1629818.18627451,1145641.5675675676,131290.0,65187.5
2376,in the open,96.0,75.0,2015-06-24,5.624659609222673e-07,8.690642333486134e-07,1777885.3645833333,1150662.9333333333,143063.0,64848.0
2377,in the open,105.0,73.0,2015-06-25,6.185076868017505e-07,8.484185640676191e-07,1616794.780952381,1178663.5068493148,128354.5,66414.5
2378,in the open,89.0,63.0,2015-06-26,4.7510986942422e-07,7.105058553576991e-07,2104776.3146067415,1407447.9365079363,180055.0,85499.5
2379,in the open,91.0,55.0,2015-06-27,5.872773108166653e-07,7.177565144657888e-07,1702773.0879120876,1393230.1272727272,144910.0,85270.5
2380,in the open,83.0,49.0,2015-06-28,4.782803362513601e-07,5.961621683250257e-07,2090823.9879518072,1677395.9387755098,186047.5,107700.5
2381,in the open,85.0,47.0,2015-06-29,4.774769649804744e-07,5.396839544163641e-07,2094341.8705882353,1852936.319148936,183912.0,120220.5
2382,in the open,103.0,71.0,2015-06-30,6.145441649681879e-07,8.322237895249305e-07,1627222.349514563,1201599.8732394364,131708.5,69035.0
2383,in the open,107.0,79.0,2015-07-01,6.226049456932253e-07,9.084951495443966e-07,1606154.9252336451,1100721.3417721519,131346.5,61410.5
