,phrase,count,count_no_rt,date,freq,freq_no_rt,odds,odds_no_rt,rank,rank_no_rt
196,in the open,11.0,11.0,2009-04-10,1.269668023364662e-06,1.2982892796241287e-06,787607.4545454545,770244.3636363636,48837.0,47606.5
197,in the open,10.0,10.0,2009-04-11,1.1931300526074906e-06,1.2145191882493808e-06,838131.5999999997,823371.1000000002,54102.5,52936.0
198,in the open,8.0,8.0,2009-04-12,9.904851520085182e-07,1.0087596908706364e-06,1009606.25,991316.3750000001,71765.5,69904.0
199,in the open,3.0,3.0,2009-04-15,3.403625769077606e-07,3.486161623333484e-07,2938043.3333333335,2868484.3333333335,292598.0,282179.5
200,in the open,4.0,4.0,2009-04-16,4.628612299218031e-07,4.7415257969230574e-07,2160474.75,2109025.7500000005,185617.5,179431.0
201,in the open,9.0,9.0,2009-04-17,1.031279864146066e-06,1.057997295758912e-06,969668.8888888889,945182.0,63701.0,61829.5
202,in the open,11.0,11.0,2009-04-18,1.2622401434822796e-06,1.2843263959080895e-06,792242.2727272727,778618.2727272727,50087.0,49121.5
203,in the open,7.0,6.0,2009-04-19,8.569550965323191e-07,7.482274491729093e-07,1166922.2857142854,1336492.0,99073.0,117857.5
204,in the open,7.0,7.0,2009-04-20,7.942145779447292e-07,8.130598788401398e-07,1259105.5714285716,1229921.7142857143,91023.0,88523.5
205,in the open,11.0,11.0,2009-04-21,1.2406073336810793e-06,1.2714746285329081e-06,806056.8181818181,786488.3636363634,49772.5,48515.0
206,in the open,6.0,6.0,2009-04-22,6.894360585400157e-07,7.076682578587445e-07,1450460.8333333333,1413091.5,108177.5,104778.5
207,in the open,13.0,12.0,2009-04-23,1.4879080573540484e-06,1.4076198450468612e-06,672084.5384615385,710419.0833333335,38961.5,42147.5
208,in the open,3.0,3.0,2009-04-24,3.508816251714057e-07,3.5936721183870594e-07,2849964.0,2782669.0,278668.5,269937.0
209,in the open,7.0,7.0,2009-04-25,8.226154376243619e-07,8.386959954662491e-07,1215634.857142857,1192327.142857143,88909.0,86789.0
210,in the open,5.0,5.0,2009-04-26,5.972964213701671e-07,6.087243098557701e-07,1674210.5999999996,1642779.8,136639.0,133089.5
211,in the open,13.0,12.0,2009-04-27,1.5069243754638862e-06,1.4255946511688689e-06,663603.3076923077,701461.6666666666,38890.5,42052.0
212,in the open,11.0,11.0,2009-04-28,1.3012575708052693e-06,1.3360747968680464e-06,768487.3636363635,748461.0909090908,46897.0,45503.5
213,in the open,12.0,12.0,2009-04-29,1.3826240337618351e-06,1.4220038024381675e-06,723262.4166666669,703233.0000000001,44208.5,42845.0
214,in the open,8.0,8.0,2009-04-30,9.096519989830091e-07,9.333832693382427e-07,1099321.5,1071371.2500000002,75797.0,73584.0
215,in the open,6.0,6.0,2009-05-01,6.632661013649685e-07,6.800449645730576e-07,1507690.4999999998,1470491.0,115279.0,112044.5
216,in the open,15.0,15.0,2009-05-02,1.7687231728912755e-06,1.8032142654925254e-06,565379.5999999999,554565.2666666667,33089.0,32381.0
217,in the open,9.0,9.0,2009-05-03,1.0552192728061904e-06,1.074771494623814e-06,947670.3333333333,930430.3333333333,66081.0,64662.5
218,in the open,10.0,10.0,2009-05-04,1.1533130127269243e-06,1.1819170008241509e-06,867067.3,846083.0999999999,57068.0,55542.5
219,in the open,10.0,10.0,2009-05-05,1.1295921167121685e-06,1.1589409921717013e-06,885275.3,862856.7,58239.5,56584.5
220,in the open,5.0,5.0,2009-05-06,7.45406543983682e-07,7.692816601713652e-07,1341549.8000000003,1299914.0,69590.5,67230.0
221,in the open,6.0,5.0,2009-05-07,8.932301196005356e-07,7.703228500096677e-07,1119532.3333333333,1298156.9999999998,48227.0,58748.5
222,in the open,9.0,9.0,2009-05-08,1.078710250875643e-06,1.1067088691648777e-06,927033.0,903579.9999999998,49076.5,47670.5
223,in the open,5.0,5.0,2009-05-11,5.699578846719858e-07,5.852331855775602e-07,1754515.6,1708720.5999999999,123599.0,119447.0
224,in the open,12.0,12.0,2009-05-12,1.3834068191350063e-06,1.4226936712894726e-06,722853.1666666667,702892.0,44223.0,42980.5
225,in the open,7.0,7.0,2009-05-13,7.91802804904879e-07,8.261657552878148e-07,1262940.7142857143,1210410.8571428573,57118.5,54808.0
226,in the open,1.0,1.0,2009-05-23,2.8766051456712847e-06,2.947939390366134e-06,347632.0,339220.0,141782.0,138934.5
227,in the open,2.0,2.0,2009-05-24,6.447744256671804e-06,6.605521555468216e-06,155092.99999999997,151388.5,16500.5,15922.0
228,in the open,8.0,8.0,2009-05-25,1.8855406139555927e-06,1.929607903673974e-06,530351.8750000001,518239.9999999998,31647.0,30828.0
229,in the open,12.0,12.0,2009-05-26,2.3213117113464364e-06,2.390204940155244e-06,430790.9166666666,418374.1666666666,21972.5,21257.0
230,in the open,20.0,20.0,2009-05-27,4.090042280812078e-06,4.21898204401242e-06,244496.24999999997,237024.00000000003,9361.0,9054.5
231,in the open,20.0,20.0,2009-05-28,4.0196981287099295e-06,4.1370702385579495e-06,248774.90000000005,241716.95,9620.5,9388.5
232,in the open,11.0,11.0,2009-05-29,2.100803423622045e-06,2.1635119384555597e-06,476008.3636363636,462211.4545454545,24443.0,23673.5
233,in the open,7.0,7.0,2009-05-30,1.8284701686398042e-06,1.8685870758907955e-06,546905.2857142856,535163.7142857143,32372.5,31609.0
234,in the open,8.0,8.0,2009-05-31,1.8833726212709518e-06,1.925223362007931e-06,530962.375,519420.25000000006,30758.0,29957.5
235,in the open,14.0,14.0,2009-06-01,2.718579627585661e-06,2.799376858711251e-06,367839.1428571428,357222.3571428571,17402.5,16889.0
236,in the open,10.0,10.0,2009-06-02,1.8329211704594692e-06,1.8883576519179008e-06,545577.2000000001,529560.7000000001,29835.0,28828.0
237,in the open,10.0,10.0,2009-06-03,1.8201750753597985e-06,1.8752940695512813e-06,549397.7000000001,533249.7000000001,29692.0,28762.0
238,in the open,13.0,13.0,2009-06-04,2.2685585980028656e-06,2.337719974954028e-06,440808.5384615385,427767.23076923075,21800.5,21116.5
239,in the open,16.0,16.0,2009-06-05,3.0958991526330523e-06,3.1880346682830007e-06,323007.9375,313672.87499999994,13840.5,13481.5
240,in the open,14.0,14.0,2009-06-06,3.3247080906296432e-06,3.3956722157610126e-06,300778.2857142857,294492.5,13448.5,13172.0
241,in the open,7.0,7.0,2009-06-07,1.6063799905636647e-06,1.6419398346332026e-06,622517.7142857144,609035.7142857142,37724.5,36853.0
242,in the open,6.0,6.0,2009-06-08,1.1377302054854523e-06,1.171960608060042e-06,878943.0000000001,853271.0,57091.0,55131.5
243,in the open,7.0,6.0,2009-06-09,1.2880401971584729e-06,1.138849044989662e-06,776373.2857142857,878079.5000000001,47197.0,56273.0
244,in the open,4.0,4.0,2009-06-10,7.2726228114178e-07,7.502211745800309e-07,1375019.75,1332940.25,104749.0,101035.0
245,in the open,4.0,4.0,2009-06-11,7.221362378615669e-07,7.448365139714572e-07,1384780.25,1342576.5,104402.0,100611.5
246,in the open,5.0,5.0,2009-06-14,1.175115748901267e-06,1.2061992853510471e-06,850979.9999999999,829050.4000000001,58024.0,56041.5
247,in the open,6.0,5.0,2009-06-15,1.148499667030805e-06,9.890408341333023e-07,870701.1666666666,1011080.6000000002,56322.0,69413.0
248,in the open,7.0,7.0,2009-06-16,1.3693010911177937e-06,1.4170424865775713e-06,730299.5714285715,705695.1428571427,44511.0,42809.0
249,in the open,4.0,4.0,2009-06-17,7.021973862808888e-07,7.249606301067813e-07,1424101.0,1379385.25,109022.5,104628.0
250,in the open,3.0,3.0,2009-06-19,5.371008691545297e-07,5.5425521124606e-07,1861847.666666667,1804222.9999999998,160280.5,154216.5
251,in the open,2.0,2.0,2009-06-20,4.444758540714655e-07,4.5701719047311107e-07,2249841.0,2188101.5,257605.0,247465.0
252,in the open,4.0,4.0,2009-06-21,9.00926061899026e-07,9.231362168262345e-07,1109969.0,1083263.7500000002,85254.0,82479.0
253,in the open,5.0,5.0,2009-06-23,8.8281496498491e-07,9.1225643893401e-07,1132740.2,1096183.0000000002,79067.0,76102.5
254,in the open,6.0,6.0,2009-06-24,1.0376777325773046e-06,1.0739152605685345e-06,963690.3333333331,931172.1666666665,63214.5,60780.5
255,in the open,5.0,5.0,2009-06-25,7.714729068744255e-07,8.02899688282225e-07,1296221.7999999998,1245485.6,98134.5,93439.5
256,in the open,5.0,5.0,2009-06-26,8.61729176788394e-07,8.922542339247908e-07,1160457.4,1120756.8,84930.5,81283.5
257,in the open,3.0,3.0,2009-06-27,6.904664307879902e-07,7.068023601544409e-07,1448296.3333333335,1414822.6666666667,125106.5,121527.5
258,in the open,4.0,4.0,2009-06-28,7.967643400151983e-07,8.222678352463052e-07,1255076.25,1216148.75,98153.0,94260.0
259,in the open,4.0,4.0,2009-06-29,7.177832413045495e-07,7.418529706760358e-07,1393178.25,1347976.0,107488.5,103146.0
260,in the open,6.0,6.0,2009-06-30,1.04321192432958e-06,1.0803565608793526e-06,958577.9999999999,925620.3333333334,62741.0,60090.5
261,in the open,5.0,5.0,2009-07-01,8.675734197020024e-07,8.973295293739923e-07,1152640.2,1114417.8,80518.0,77447.5
262,in the open,5.0,4.0,2009-07-02,8.485979125849106e-07,7.016463078143402e-07,1178414.4000000001,1425219.5,83032.0,108702.0
263,in the open,10.0,10.0,2009-07-03,1.8887146654538601e-06,1.947535724621565e-06,529460.6,513469.3999999999,28395.5,27470.0
264,in the open,7.0,7.0,2009-07-04,1.5970260636935058e-06,1.6377352928446175e-06,626163.8571428573,610599.2857142857,38643.5,37493.0
265,in the open,4.0,4.0,2009-07-05,8.769454761342577e-07,8.992211396099268e-07,1140321.75,1112073.5000000002,87879.0,85188.0
266,in the open,9.0,8.0,2009-07-06,1.5785117545631703e-06,1.4506645312884769e-06,633508.1111111112,689339.2499999999,36302.0,41064.5
267,in the open,8.0,8.0,2009-07-07,1.237502960339113e-06,1.2867539139435067e-06,808078.875,777149.375,50945.0,48706.0
268,in the open,7.0,6.0,2009-07-08,1.1125093411052178e-06,9.906337232522705e-07,898868.8571428569,1009454.8333333331,56343.0,66283.5
269,in the open,5.0,5.0,2009-07-09,7.848347326413394e-07,8.145281853631567e-07,1274153.5999999999,1227704.5999999999,90261.5,86428.0
270,in the open,8.0,8.0,2009-07-10,1.382148276521568e-06,1.4327032423865255e-06,723511.3750000001,697981.25,41784.5,40289.5
271,in the open,5.0,5.0,2009-07-11,1.0033105234030205e-06,1.0323373480244572e-06,996700.4,968675.6000000001,68693.5,66458.0
272,in the open,6.0,6.0,2009-07-12,1.1926224376010002e-06,1.2272591437453862e-06,838488.3333333334,814823.8333333334,54794.0,52895.5
273,in the open,9.0,9.0,2009-07-13,1.4309527155984655e-06,1.486536439467741e-06,698835.1111111112,672704.6666666665,40330.0,38633.5
274,in the open,10.0,9.0,2009-07-14,1.5276880473228868e-06,1.4288794314711011e-06,654583.9000000001,699849.1111111111,36504.5,40298.5
275,in the open,7.0,7.0,2009-07-15,1.0635685825487236e-06,1.1044524897672476e-06,940230.857142857,905426.0,58779.5,56175.5
276,in the open,8.0,8.0,2009-07-16,1.2256443403804307e-06,1.2735947354688014e-06,815897.375,785179.125,49055.0,46988.0
277,in the open,8.0,8.0,2009-07-17,1.2128695158588754e-06,1.2621784442640931e-06,824490.9999999999,792281.0,49823.5,47658.5
278,in the open,5.0,5.0,2009-07-18,9.55046350309473e-07,9.829795131341792e-07,1047069.6000000002,1017315.1999999998,72922.5,70580.0
279,in the open,10.0,10.0,2009-07-19,1.835740172273201e-06,1.8891881572839824e-06,544739.3999999999,529327.8999999999,29060.5,28040.5
280,in the open,10.0,9.0,2009-07-20,1.4986055475380159e-06,1.401435630660048e-06,667287.0,713554.0000000001,37145.0,40976.0
281,in the open,7.0,7.0,2009-07-21,1.0044155542644828e-06,1.0461761216577288e-06,995603.8571428573,955862.0,63070.5,60286.0
282,in the open,7.0,7.0,2009-07-22,1.0015016802336759e-06,1.0429486243507644e-06,998500.5714285716,958820.0000000001,62885.5,60017.5
283,in the open,5.0,5.0,2009-07-23,5.367439907216287e-07,5.589973019436225e-07,1863085.6,1788917.4,140265.0,133815.0
284,in the open,27.0,26.0,2009-07-24,1.3502709318624785e-06,1.3536823726969765e-06,740592.1111111109,738725.7307692306,40336.5,40567.0
285,in the open,13.0,13.0,2009-07-25,8.29499238966352e-07,8.56787450410131e-07,1205546.6153846155,1167150.6153846153,78079.0,75381.0
286,in the open,20.0,20.0,2009-07-26,1.2591256706890275e-06,1.3001700687458423e-06,794201.9,769130.15,46361.5,44829.5
287,in the open,27.0,27.0,2009-07-27,1.375381006008683e-06,1.4313350411810998e-06,727071.2592592592,698648.4444444443,39827.0,38134.0
288,in the open,35.0,34.0,2009-07-28,1.7361211868144277e-06,1.758876272572849e-06,575996.6571428571,568544.8235294118,29204.0,29039.0
289,in the open,29.0,28.0,2009-07-29,1.405936270169368e-06,1.4177785890621927e-06,711269.7931034481,705328.75,38235.0,38091.5
290,in the open,37.0,33.0,2009-07-30,1.7279337489652248e-06,1.6080279773478564e-06,578725.8918918918,621879.7272727272,29165.5,32635.5
291,in the open,16.0,16.0,2009-07-31,8.083364546908724e-07,8.435100625742123e-07,1237108.625,1185522.3125,76678.5,73118.0
292,in the open,13.0,13.0,2009-08-01,8.583159392307033e-07,8.883171467143915e-07,1165072.1538461538,1125724.076923077,74961.0,71835.5
293,in the open,5.0,5.0,2009-08-02,7.560255615266455e-07,7.793209371427788e-07,1322706.5999999999,1283168.4,97373.0,93782.0
294,in the open,5.0,5.0,2009-08-06,1.041128750145758e-06,1.0931934278960223e-06,960496.0,914751.2000000001,67309.5,63064.5
295,in the open,14.0,14.0,2009-08-07,9.647858671550504e-07,1.0105244679733038e-06,1036499.4285714286,989585.1428571427,63743.5,60466.0
296,in the open,12.0,12.0,2009-08-08,9.229286865309631e-07,9.591005171709765e-07,1083507.3333333337,1042643.5833333333,69057.0,66086.5
297,in the open,24.0,23.0,2009-08-09,1.4105401910506162e-06,1.4006528503833587e-06,708948.25,713952.7826086957,39991.5,40588.5
298,in the open,20.0,20.0,2009-08-10,1.0300728745656568e-06,1.0805367825796292e-06,970805.1000000001,925465.9500000001,58000.0,54986.0
299,in the open,29.0,28.0,2009-08-11,1.5450168358886312e-06,1.5648182363023074e-06,647242.1379310346,639051.8571428573,34008.5,33816.5
300,in the open,19.0,17.0,2009-08-12,9.139240807114256e-07,8.562697354433767e-07,1094182.789473684,1167856.294117647,66015.0,72275.0
301,in the open,23.0,22.0,2009-08-13,1.122822146094881e-06,1.1283714327947617e-06,890612.9999999998,886233.0,50961.0,50943.0
302,in the open,16.0,16.0,2009-08-14,7.664384644041306e-07,8.032017227070548e-07,1304736.1875000002,1245017.25,81653.0,77729.5
303,in the open,17.0,16.0,2009-08-15,1.0820703927527253e-06,1.057605176025492e-06,924154.2941176471,945532.4374999999,56269.5,58438.0
304,in the open,12.0,11.0,2009-08-16,8.791404585127756e-07,8.386575380064348e-07,1137474.6666666667,1192381.8181818181,74247.0,78933.5
305,in the open,30.0,25.0,2009-08-17,1.48549871014147e-06,1.296003457115142e-06,673174.6,771602.88,35940.0,43074.0
306,in the open,26.0,22.0,2009-08-18,1.1970737440244729e-06,1.0634545955160114e-06,835370.4230769229,940331.6363636364,46592.0,54610.5
307,in the open,24.0,23.0,2009-08-19,1.1158589877838548e-06,1.124180551803535e-06,896170.5833333333,889536.8260869565,51001.0,50922.0
308,in the open,24.0,23.0,2009-08-20,1.1204467669438513e-06,1.126077386779773e-06,892501.1249999999,888038.4347826088,50667.0,50654.5
309,in the open,15.0,13.0,2009-08-21,6.950784460900401e-07,6.310398400692629e-07,1438686.5333333332,1584686.0,90535.0,103079.5
310,in the open,20.0,20.0,2009-08-22,1.1237556092261234e-06,1.1667279976684109e-06,889873.2,857097.7999999999,53024.0,51004.5
311,in the open,16.0,15.0,2009-08-23,9.01957501453702e-07,8.796928534808216e-07,1108699.6874999998,1136760.4,70941.5,73754.0
312,in the open,31.0,31.0,2009-08-24,1.5113679981672469e-06,1.5857342031204794e-06,661652.2258064516,630622.7096774194,34989.0,33292.0
313,in the open,24.0,20.0,2009-08-25,1.1808048946724495e-06,1.031920979206328e-06,846879.9583333333,969066.45,48095.5,57614.5
314,in the open,48.0,48.0,2009-08-26,2.3806131199655917e-06,2.504506807823453e-06,420059.85416666674,399280.2083333334,19229.5,18191.5
315,in the open,24.0,23.0,2009-08-27,1.1465439367818606e-06,1.1562212217166295e-06,872186.3749999999,864886.3913043479,49013.5,49010.5
316,in the open,26.0,26.0,2009-08-28,1.2703960249503823e-06,1.3360842279830409e-06,787156.1153846155,748455.8076923075,43096.0,40868.5
317,in the open,14.0,14.0,2009-08-29,8.342726846489774e-07,8.700448228448911e-07,1198648.857142857,1149366.0714285716,77043.5,73556.5
318,in the open,19.0,18.0,2009-08-30,1.1269475581478251e-06,1.113238771533594e-06,887352.736842105,898279.8888888889,53418.5,54705.5
319,in the open,23.0,23.0,2009-08-31,1.1574668766949027e-06,1.2150306903545531e-06,863955.6086956521,823024.4782608694,49782.5,47088.0
320,in the open,25.0,24.0,2009-09-01,1.2144535517665684e-06,1.2268467186911017e-06,823415.6000000001,815097.75,46123.5,45917.5
321,in the open,16.0,15.0,2009-09-02,8.075624590256687e-07,7.951046572407186e-07,1238294.3125000002,1257696.0666666667,77290.0,79489.0
322,in the open,28.0,28.0,2009-09-03,1.3675323879288893e-06,1.4409125505026984e-06,731244.1071428572,694004.6428571428,39592.0,37398.0
323,in the open,21.0,20.0,2009-09-04,1.0486814927591541e-06,1.0509666265547738e-06,953578.3809523807,951505.0,55112.5,55345.5
324,in the open,22.0,21.0,2009-09-05,1.3625019400169668e-06,1.35574671010307e-06,733943.9090909091,737600.9047619046,41416.5,42072.0
325,in the open,41.0,41.0,2009-09-06,2.5358821133967307e-06,2.6483661550949105e-06,394340.0975609757,377591.29268292687,18479.5,17577.5
326,in the open,21.0,20.0,2009-09-07,1.180732868521909e-06,1.1751598702176944e-06,846931.619047619,850948.0499999999,49162.0,49858.0
327,in the open,26.0,25.0,2009-09-09,1.3202333685124748e-06,1.3465986587661906e-06,757441.8461538461,742611.7599999998,41787.5,40812.5
328,in the open,22.0,21.0,2009-09-10,1.0489188578780269e-06,1.0581556286925852e-06,953362.5909090907,945040.5714285715,54277.5,54034.0
329,in the open,29.0,29.0,2009-09-11,1.4750332314814408e-06,1.5611848531692187e-06,677950.827586207,640539.1379310344,35100.0,32937.5
330,in the open,20.0,19.0,2009-09-12,1.1748017477995524e-06,1.1717629308973164e-06,851207.45,853414.947368421,48413.0,49084.0
331,in the open,20.0,20.0,2009-09-13,1.0011990359654723e-06,1.0580439750585177e-06,998802.3999999999,945140.3,61548.5,57759.5
332,in the open,30.0,29.0,2009-09-14,1.383391700166265e-06,1.41751308083515e-06,722861.0666666668,705460.8620689654,40028.0,38931.0
333,in the open,29.0,29.0,2009-09-15,1.3655531679303136e-06,1.4484669425879647e-06,732303.9655172413,690385.103448276,39179.0,36700.5
334,in the open,21.0,19.0,2009-09-16,9.78324020076886e-07,9.361634572930358e-07,1022156.2380952382,1068189.5263157897,59290.5,63369.0
335,in the open,16.0,16.0,2009-09-17,7.635549131513553e-07,8.091370179477718e-07,1309663.5,1235884.6249999998,80387.0,75356.5
336,in the open,19.0,19.0,2009-09-18,9.314867018016914e-07,9.867743670296871e-07,1073552.6315789474,1013402.8947368421,61770.0,58206.5
337,in the open,15.0,13.0,2009-09-19,8.641408176223892e-07,7.859539152898871e-07,1157218.8,1272339.2307692308,72087.0,81793.0
338,in the open,23.0,22.0,2009-09-20,1.276834622603215e-06,1.2827183553964777e-06,783186.7826086956,779594.3636363636,44280.5,44428.0
339,in the open,26.0,25.0,2009-09-21,1.1987236728008124e-06,1.2209443330454836e-06,834220.6153846153,819038.1599999999,46580.0,45588.5
340,in the open,16.0,15.0,2009-09-22,6.970644568096902e-07,6.945292992046574e-07,1434587.5625,1439824.0666666667,90025.0,91181.0
341,in the open,35.0,31.0,2009-09-23,1.7171612655321531e-06,1.616734685128664e-06,582356.4857142856,618530.6774193549,28637.5,31319.5
342,in the open,32.0,31.0,2009-09-24,1.400359498540016e-06,1.4404786106351463e-06,714102.34375,694213.7096774195,37675.5,36841.0
343,in the open,26.0,25.0,2009-09-25,1.2076570473221807e-06,1.2323469989442237e-06,828049.6538461539,811459.76,44621.0,43996.0
344,in the open,23.0,23.0,2009-09-26,1.2267922247615637e-06,1.2926231234765312e-06,815133.956521739,773620.695652174,45600.5,43085.5
345,in the open,16.0,16.0,2009-09-27,8.085481325671262e-07,8.520455857169044e-07,1236784.75,1173646.1249999998,78049.0,73658.5
346,in the open,22.0,22.0,2009-09-28,9.67845787323631e-07,1.0257797091448259e-06,1033222.4545454546,974868.181818182,60040.5,56303.0
347,in the open,19.0,18.0,2009-09-29,8.263024058925277e-07,8.341397843109152e-07,1210210.6842105263,1198839.833333333,72996.0,72690.5
348,in the open,25.0,25.0,2009-09-30,1.07426270664786e-06,1.1438371040533515e-06,930870.9999999999,874250.36,51736.5,48113.5
